,연도,월,일,시간,시군구명,읍면동명,온도,습도,시간단위풍속,현장소방서거리,화재진압시간,전체인력수합계,damagearea
1129,2011.0,4.0,6.0,16,강릉시,왕산면,17.0,13.0,270.0,18.0,1600.0,160.0,0.1
1130,2011.0,4.0,9.0,12,양구군,동면,19.0,14.0,270.0,50.0,1923.0,68.0,0.04
1131,2011.0,4.0,9.0,12,양구군,남면,18.0,16.0,270.0,48.0,5953.0,94.0,0.03
1132,2011.0,4.0,10.0,12,화천군,하남면,18.0,28.0,270.0,45.0,3331.0,63.0,0.1
1134,2011.0,4.0,13.0,15,양양군,손양면,23.0,11.0,225.0,24.0,11931.0,936.0,4.0
1136,2011.0,4.0,13.0,16,영월군,수주면,13.0,36.0,315.0,44.0,2800.0,174.0,0.15
1137,2011.0,4.0,13.0,23,춘천시,신동면,5.0,59.0,180.0,10.0,4500.0,111.0,0.5
1138,2011.0,4.0,16.0,18,춘천시,남산면,11.0,39.0,0.0,30.0,200.0,72.0,0.1
1140,2011.0,4.0,17.0,14,횡성군,청일면,18.0,22.0,225.0,24.0,3552.0,154.0,0.2
1141,2011.0,4.0,20.0,14,횡성군,청일면,17.0,30.0,225.0,30.0,12541.0,173.0,0.6
1146,2011.0,6.0,12.0,14,삼척시,마평동,19.0,75.0,0.0,13.0,33000.0,53.0,0.1
1149,2011.0,10.0,6.0,18,화천군,화천읍,18.0,34.0,225.0,57.0,4400.0,70.0,0.3
1150,2011.0,10.0,7.0,14,홍천군,남면,21.0,31.0,225.0,18.0,13802.0,58.0,0.01
1157,2011.0,11.0,1.0,15,화천군,화천읍,14.0,63.0,135.0,57.0,10300.0,299.0,3.0
1161,2011.0,11.0,20.0,21,인제군,인제읍,-1.0,29.0,180.0,72.0,41047.0,85.0,0.3
